year,ine_code,name,value
1999,16,Cuenca,200963.0
1999,20,Gipuzkoa,677275.0
1999,17,Girona,553348.0
1999,18,Granada,813061.0
1999,19,Guadalajara,161669.0
1999,21,Huelva,457507.0
1999,22,Huesca,205429.0
1999,23,Jaén,649662.0
1999,24,León,506511.0
1999,25,Lleida,359361.0
1999,27,Lugo,366934.0
1999,28,Madrid,5145325.0
1999,29,Málaga,1258084.0
1999,30,Murcia,1131128.0
1999,31,Navarra,538009.0
1999,32,Ourense,345620.0
1999,34,Palencia,179465.0
1999,35,"Palmas, Las",872669.0
1999,36,Pontevedra,908803.0
1999,26,"Rioja, La",265178.0
1999,37,Salamanca,351128.0
1999,38,Santa Cruz de Tenerife,800020.0
1999,40,Segovia,146985.0
1999,41,Sevilla,1725482.0
1999,42,Soria,91252.0
1999,43,Tarragona,588499.0
1999,44,Teruel,136849.0
1999,45,Toledo,523459.0
1999,46,Valencia/València,2187633.0
1999,47,Valladolid,494594.0
1999,49,Zamora,204650.0
1999,50,Zaragoza,844571.0
1999,51,Ceuta,73704.0
1999,52,Melilla,56929.0
1998,2,Albacete,358597.0
1998,3,Alicante/Alacant,1388933.0
1998,4,Almería,505448.0
1998,1,Araba/Álava,284595.0
1998,33,Asturias,1081834.0
1998,5,Ávila,167132.0
1998,6,Badajoz,663803.0
1998,7,"Balears, Illes",796483.0
1998,8,Barcelona,4666271.0
1998,48,Bizkaia,1137594.0
1998,9,Burgos,346355.0
1998,10,Cáceres,405616.0
1998,11,Cádiz,1107484.0
1998,39,Cantabria,527137.0
1998,12,Castellón/Castelló,461712.0
1998,13,Ciudad Real,479474.0
1998,14,Córdoba,767175.0
1998,15,"Coruña, A",1106325.0
1998,16,Cuenca,199086.0
1998,20,Gipuzkoa,676439.0
1998,17,Girona,543191.0
1998,18,Granada,801177.0
1998,19,Guadalajara,159331.0
1998,21,Huelva,453958.0
1998,22,Huesca,204956.0
1998,23,Jaén,645792.0
1998,24,León,506365.0
1998,25,Lleida,357903.0
1998,27,Lugo,367751.0
1998,28,Madrid,5091336.0
1998,29,Málaga,1240580.0
1998,30,Murcia,1115068.0
1998,31,Navarra,530819.0
1998,32,Ourense,344170.0
1998,34,Palencia,179623.0
1998,35,"Palmas, Las",849863.0
1998,36,Pontevedra,906298.0
1998,26,"Rioja, La",263644.0
1998,37,Salamanca,349550.0
1998,38,Santa Cruz de Tenerife,780152.0
1998,40,Segovia,146755.0
1998,41,Sevilla,1714845.0
1998,42,Soria,91593.0
1998,43,Tarragona,580245.0
1998,44,Teruel,136840.0
1998,45,Toledo,519664.0
1998,46,Valencia/València,2172796.0
1998,47,Valladolid,492029.0
1998,49,Zamora,205201.0
1998,50,Zaragoza,841438.0
1998,51,Ceuta,72117.0
1998,52,Melilla,60108.0
1997,2,Albacete,0.0
1997,3,Alicante/Alacant,0.0
1997,4,Almería,0.0
1997,1,Araba/Álava,0.0
1997,33,Asturias,0.0
1997,5,Ávila,0.0
1997,6,Badajoz,0.0
1997,7,"Balears, Illes",0.0
1997,8,Barcelona,0.0
1997,48,Bizkaia,0.0
1997,9,Burgos,0.0
1997,10,Cáceres,0.0
1997,11,Cádiz,0.0
1997,39,Cantabria,0.0
1997,12,Castellón/Castelló,0.0
1997,13,Ciudad Real,0.0
1997,14,Córdoba,0.0
1997,15,"Coruña, A",0.0
1997,16,Cuenca,0.0
1997,20,Gipuzkoa,0.0
1997,17,Girona,0.0
1997,18,Granada,0.0
1997,19,Guadalajara,0.0
1997,21,Huelva,0.0
1997,22,Huesca,0.0
1997,23,Jaén,0.0
1997,24,León,0.0
1997,25,Lleida,0.0
1997,27,Lugo,0.0
1997,28,Madrid,0.0
1997,29,Málaga,0.0
1997,30,Murcia,0.0
1997,31,Navarra,0.0
1997,32,Ourense,0.0
1997,34,Palencia,0.0
1997,35,"Palmas, Las",0.0
1997,36,Pontevedra,0.0
1997,26,"Rioja, La",0.0
1997,37,Salamanca,0.0
1997,38,Santa Cruz de Tenerife,0.0
1997,40,Segovia,0.0
1997,41,Sevilla,0.0
1997,42,Soria,0.0
1997,43,Tarragona,0.0
1997,44,Teruel,0.0
1997,45,Toledo,0.0
1997,46,Valencia/València,0.0
1997,47,Valladolid,0.0
1997,49,Zamora,0.0
1997,50,Zaragoza,0.0
1997,51,Ceuta,0.0
1997,52,Melilla,0.0
1996,2,Albacete,359010.0
1996,3,Alicante/Alacant,1379762.0
1996,4,Almería,501761.0
1996,1,Araba/Álava,281821.0
1996,33,Asturias,1087885.0
1996,5,Ávila,169342.0
1996,6,Badajoz,656848.0
1996,7,"Balears, Illes",760379.0
1996,8,Barcelona,4628277.0
1996,48,Bizkaia,1140026.0
1996,9,Burgos,350074.0
1996,10,Cáceres,413396.0
1996,11,Cádiz,1105762.0
1996,39,Cantabria,527437.0
1996,12,Castellón/Castelló,456727.0
1996,13,Ciudad Real,478672.0
1996,14,Córdoba,761401.0
1996,15,"Coruña, A",1110302.0
1996,16,Cuenca,201712.0
1996,20,Gipuzkoa,676208.0
1996,17,Girona,530631.0
1996,18,Granada,808053.0
1996,19,Guadalajara,157255.0
1996,21,Huelva,454735.0
1996,22,Huesca,206916.0
1996,23,Jaén,648551.0
1996,24,León,517191.0
1996,25,Lleida,356456.0
1996,27,Lugo,370303.0
1996,28,Madrid,5022289.0
1996,29,Málaga,1249290.0
1996,30,Murcia,1097249.0
1996,31,Navarra,520574.0
1996,32,Ourense,346913.0
1996,34,Palencia,180571.0
1996,35,"Palmas, Las",834085.0
1996,36,Pontevedra,915104.0
1996,26,"Rioja, La",264941.0
1996,37,Salamanca,353020.0
1996,38,Santa Cruz de Tenerife,772449.0
1996,40,Segovia,147770.0
1996,41,Sevilla,1705320.0
1996,42,Soria,92848.0
1996,43,Tarragona,574676.0
1996,44,Teruel,138211.0
1996,45,Toledo,515880.0
1996,46,Valencia/València,2172840.0
1996,47,Valladolid,490205.0
1996,49,Zamora,207475.0
1996,50,Zaragoza,842419.0
1996,51,Ceuta,0.0
1996,52,Melilla,0.0
